Sm_t00002406-RA	histone H2A	-				-	-
Sm_t00005146-RA	histone H2A	-				-	-
Sm_t00005144-RA	histone H2B	-				-	-
Sm_t00004787-RA	histone RNA hairpin-binding protein	-				-	-
Sm_t00007509-RA	homocysteine S-methyltransferase family protein	2.1.1.-		More specific?	Model should be split	-	-
Sm_t00006547-RA	HTTM domain-containing protein					-	-
Sm_t00009822-RA	HVA22/TB2/DP1 family protein	-				-	-
Sm_t00010938-RA	hydroxymethylglutaryl-CoA synthase, mitochondrial	2.3.3.10		Half coverage		-	Mito
Sm_t00008345-RA	hypoxanthine phosphoribosyltransferase	2.4.2.8				-	-
Sm_t00003783-RA	IMPACT family protein	-				-	-
Sm_t00002477-RA	importin alpha family protein	-				-	-
Sm_t00014311-RA	inner centromere protein	-				-	-
Sm_t00005754-RA	inorganic phosphate transporter	-				-	-
Sm_t00003251-RA	inosine triphosphate pyrophosphatase, chloroplastic	3.6.1.9				Plastid	-
Sm_t00002583-RA	inosine triphosphate pyrophosphatase, partial	3.6.1.9		Models should be merged		-	-
Sm_t00001927-RA	inositol 2-dehydrogenase, chloroplastic	1.1.1.18				Plastid	-
Sm_t00001928-RA	inositol 2-dehydrogenase, chloroplastic	1.1.1.18				Plastid	-
Sm_t00009888-RA	inositol polyphosphate 5-phosphatase	3.1.3.56				-	-
Sm_t00011753-RA	inositol-phosphate phosphatase, chloroplastic	3.1.3.25				Plastid	-
Sm_t00002471-RA	intraflagellar transport protein 88-like protein, chloroplastic			3' end unusual, with v. high coverage	No conserved domains?	Plastid	-
Sm_t00015420-RA	inwardly rectifying potassium channel	-				-	-
Sm_t00008918-RA	ion transport protein	-				-	-
Sm_t00006848-RA	IPT/TIG domain-containing protein, partial	-		Models should be merged		-	-
Sm_t00002089-RA	isocitrate dehydrogenase [NADP], mitochondrial	1.1.1.42				-	Mito
Sm_t00004950-RA	kelch repeat-containing protein	-				-	-
Sm_t00006080-RA	kelch repeat-containing protein	-				-	-
Sm_t00004047-RA	KH-I domain-containing RNA-binding protein	-		More specific?		-	-
Sm_t00007952-RA	kinesin family protein	-				-	-
Sm_t00011245-RA	kinesin family protein	-				-	-
Sm_t00017929-RA	kinesin family protein	-		Half coverage		-	-
Sm_t00002355-RA	kinesin family protein	-				-	-
Sm_t00005157-RA	kinesin family protein	-				-	-
Sm_t00011286-RA	kinesin family protein	-				-	-
Sm_t00000162-RA	kinesin family protein	-				-	-
Sm_t00001825-RA	kinesin family protein	-				-	-
Sm_t00004108-RA	kinesin family protein	-				-	-
Sm_t00008186-RA	kinesin family protein	-				-	-
Sm_t00011757-RA	kinesin family protein	-				-	-
Sm_t00012628-RA	kinesin family protein	-				-	-
Sm_t00012629-RA	kinesin family protein	-				-	-
Sm_t00012263-RA	kinesin family protein	-				-	-
Sm_t00017874-RA	kinesin family protein	-				-	-
Sm_t00009937-RA	kinesin-like protein, partial	-		Models should be merged		-	-
Sm_t00009938-RA	kinesin-like protein, partial	-		Models should be merged		-	-
Sm_t00009939-RA	kinesin-like protein, partial	-		Models should be merged		-	-
Sm_t00013919-RA	kinetochore protein NDC80	-				-	-
Sm_t00014125-RA	kinetochore protein NUF2	-				-	-
Sm_t00001107-RA	kringle domain-containing protein	-				-	-
Sm_t00014171-RA	L-cysteine desulfhydrase-related protein	4.4.-.-		More specific?		-	-
Sm_t00001197-RA	L-threonine aldolase, mitochondrial	4.1.2.48		Low specificity?		-	Mito
Sm_t00003443-RA	lactonase family protein	-		More specific?		-	-
Sm_t00004413-RA	leucine-rich repeat domain-containing protein	-				-	-
Sm_t00010985-RA	leucine-rich repeat domain-containing protein	-				-	-
Sm_t00011898-RA	leucine-rich repeat domain-containing protein	-				-	-
Sm_t00011901-RA	leucine-rich repeat domain-containing protein	-				-	-
Sm_t00001744-RA	leucine-rich repeat domain-containing protein	-				-	-
Sm_t00004026-RA	leucine-rich repeat domain-containing protein	-				-	-
Sm_t00005741-RA	leucine-rich repeat domain-containing protein	-				-	-
Sm_t00007768-RA	leucine-rich repeat domain-containing protein	-				-	-
Sm_t00009812-RA	leucine-rich repeat domain-containing protein	-				-	-
Sm_t00011878-RA	leucine-rich repeat domain-containing protein	-				-	-
Sm_t00020502-RA	leucine-rich repeat domain-containing protein	-				-	-
Sm_t00000012-RA	leucine-rich repeat protein	-				-	-
Sm_t00002892-RA	leucine-rich repeat protein	-				-	-
Sm_t00007897-RA	leucine-rich repeat protein	-				-	-
Sm_t00009285-RA	leucine-rich repeat protein	-				-	-
Sm_t00014999-RA	leucine-rich repeat protein	-				-	-
Sm_t00015450-RA	leucine-rich repeat protein	-				-	-
Sm_t00016577-RA	leucine-rich repeat protein	-				-	-
Sm_t00016578-RA	leucine-rich repeat protein	-				-	-
Sm_t00001856-RA	leucine-rich repeat protein	-				-	-
Sm_t00003626-RA	leucine-rich repeat protein	-				-	-
Sm_t00010278-RA	limiting CO2-inducible proteins B/C beta carbonic anhydrase domain-containing protein	-				-	-
Sm_t00001344-RA	limiting CO2-inducible proteins B/C beta carbonic anhydrase domain-containing protein, mitochondrial	-				-	Mito
Sm_t00000816-RA	lin-54 family protein	-				-	-
Sm_t00006741-RA	lipase class 3 family protein	3.1.1.-				-	-
Sm_t00016460-RA	lipoxygenase	1.13.11.-			1.13.11.33,1.13.11.34 ?	-	-
Sm_t00020479-RA	lipoxygenase	1.13.11.-				-	-
Sm_t00002223-RA	long-chain fatty acid CoA synthetase	6.2.1.3		Eukaryotic type?		-	-
Sm_t00005724-RA	luminal-binding protein	-				-	-
Sm_t00006274-RA	lysine methyltransferase	2.1.1.-				-	-
Sm_t00005797-RA	macro domain-containing protein	-				-	-
Sm_t00007308-RA	macro domain-containing protein, mitochondrial	-		2/3 coverage		-	Mito
Sm_t00006880-RA	MAGE family protein	-				-	-
Sm_t00012477-RA	magnesium-chelatase subunit ChlH, chloroplastic	6.6.1.1				Plastid	-
Sm_t00002676-RA	malate dehydrogenase, mitochondrial	1.1.1.37		CDS fixed; mitochondrial		-	-
Sm_t00010528-RA	mannitol dehydrogenase-related protein	1.1.1.-		More specific?		-	-
Sm_t00010455-RA	MAP3K-like serine/threonine kinase	2.7.11.-				-	-
Sm_t00012925-RA	mechanosensitive ion channel protein	-				-	-
Sm_t00003990-RA	medium chain reductase/dehydrogenase (MDR)/zinc-dependent alcohol dehydrogenase-like family protein	-		More specific?	MDR8 domain	-	-
Sm_t00004594-RA	medium chain reductase/dehydrogenase (MDR)/zinc-dependent alcohol dehydrogenase-like family protein	-		More specific?	MDR8 domain	-	-
Sm_t00006352-RA	medium chain reductase/dehydrogenase (MDR)/zinc-dependent alcohol dehydrogenase-like family protein	-		More specific?	MDR8 domain	-	-
Sm_t00012609-RA	medium chain reductase/dehydrogenase (MDR)/zinc-dependent alcohol dehydrogenase-like family protein	-		More specific?	MDR8 domain	-	-
Sm_t00007725-RA	membrane protein	-				-	-
Sm_t00017038-RA	membrane protein, mitochondrial	-				-	Mito
Sm_t00015429-RA	metacaspase	3.4.22.-				-	-
Sm_t00012547-RA	metal-dependent hydrolase	3.-.-.-				-	-
Sm_t00009879-RA	metallopeptidase (family M50)	3.4.24.-				-	-
Sm_t00006310-RA	metallophosphoesterase	3.1.-.-				-	-
Sm_t00017658-RA	metallophosphoesterase	3.1.-.-				-	-
Sm_t00004107-RA	methyltransferase	2.1.1.-				-	-
Sm_t00004132-RA	methyltransferase	2.1.1.-				-	-
Sm_t00004133-RA	methyltransferase	2.1.1.-				-	-
Sm_t00007282-RA	methyltransferase	2.1.1.-				-	-
Sm_t00011438-RA	methyltransferase	2.1.1.-				-	-
Sm_t00012461-RA	methyltransferase	2.1.1.-				-	-
Sm_t00015444-RA	methyltransferase	2.1.1.-				-	-
Sm_t00001468-RA	MFS transporter	-		Model should be split		-	-
Sm_t00002205-RA	MFS transporter	-				-	-
Sm_t00002648-RA	MFS transporter	-				-	-
Sm_t00003983-RA	MFS transporter	-				-	-
Sm_t00006469-RA	MFS transporter	-				-	-
Sm_t00007489-RA	MFS transporter	-				-	-
Sm_t00012952-RA	MFS transporter	-				-	-
Sm_t00013974-RA	MFS transporter	-				-	-
Sm_t00019851-RA	MFS transporter	-				-	-
Sm_t00003992-RA	MICOS complex subunit MIC60, mitochondrial	-				-	Mito
Sm_t00011414-RA	microtubule associated protein, MAP65/ASE1 family	-				-	-
Sm_t00009588-RA	microtubule-associated protein RP/EB family member	-				-	-
Sm_t00004655-RA	MIP/aquaporin family protein	-		Aquaporin, or glycerol uptake?		-	-
Sm_t00005559-RA	mismatch repair endonuclease PMS2	3.1.-.-				-	-
Sm_t00009212-RA	mitochondrial carrier protein	-		Mitochondrial?		-	-
Sm_t00000756-RA	mitochondrial carrier protein	-		???		Plastid	-
Sm_t00007343-RA	mitochondrial-processing peptidase	3.4.24.64		First exon should be removed		-	-
Sm_t00015035-RA	mitochondrial-processing peptidase	3.4.24.64				-	Mito
Sm_t00000979-RA	mitogen-activated protein kinase	2.7.11.24				-	-
Sm_t00002035-RA	mitogen-activated protein kinase kinase kinase	2.7.11.25				-	-
Sm_t00010926-RA	mitogen-activated protein kinase kinase kinase	2.7.11.25		Half coverage		-	-
Sm_t00009723-RA	mitotic spindle assembly checkpoint protein MAD2A	-				-	-
Sm_t00010018-RA	MOB1/phocein family kinase activator	-				-	-
Sm_t00013033-RA	molybdate-anion transporter	-				-	-
Sm_t00011769-RA	monogalactosyldiacylglycerol synthase	2.4.1.46				-	-
Sm_t00006671-RA	MOSC domain-containing protein	1.7.-.-				-	-
Sm_t00005931-RA	Mpv17/PMP22 family protein	-				-	-
Sm_t00007942-RA	MRG family protein	-				-	-
Sm_t00020203-RA	multidrug and toxic compound extrusion (MATE) family protein	-				-	-
Sm_t00003310-RA	Myb-like DNA-binding domain-containing protein	-				-	-
Sm_t00014747-RA	Myb-like DNA-binding domain-containing protein	-				-	-
Sm_t00018610-RA	Myb-like DNA-binding domain-containing protein	-				-	-
Sm_t00020358-RA	Myb-like DNA-binding domain-containing protein	-		Half coverage		-	-
Sm_t00002278-RA	myosin family protein	-				-	-
Sm_t00003786-RA	myosin family protein	-				-	-
Sm_t00012012-RA	myosin heavy chain			Triple check...		-	-
Sm_t00007410-RA	myosin, class 29	-				-	-
Sm_t00019924-RA	N-acetyl-gamma-glutamyl-phosphate reductase, chloroplastic	1.2.1.38				Plastid	-
Sm_t00013256-RA	N-acetylgalactosamine-6-sulfatase	3.1.6.4				-	-
Sm_t00016551-RA	N-acetylgalactosamine-6-sulfatase	3.1.6.4				-	-
Sm_t00008058-RA	N-acetylglutamate kinase, chloroplastic	2.7.2.8				Plastid	-
Sm_t00014235-RA	NAD-dependent protein deacetylase sitruin-2	2.3.1.-,2.3.1.286				-	-
Sm_t00011156-RA	NAD(P) transhydrogenase	7.1.1.1				-	-
Sm_t00000907-RA	NAD(P) transhydrogenase, chloroplastic	7.1.1.1				Plastid	-
Sm_t00003949-RA	NAD(P)/FAD-dependent oxidoreductase	1.-.-.-				-	-
Sm_t00010286-RA	NADPH oxidase	1.6.3.-				-	-
Sm_t00021040-RA	NADPH oxidase	1.6.3.-				-	-
Sm_t00008549-RA	nitronate monooxygenase	1.13.12.16				-	-
Sm_t00010969-RA	nitronate monooxygenase	1.13.12.16				-	-
Sm_t00017636-RA	nitronate monooxygenase	1.13.12.16				-	-
Sm_t00006579-RA	nitroreductase family protein, chloroplastic	1.-.-.-				Plastid	-
Sm_t00002962-RA	non-structural maintenance of chromosomes element 4	-				-	-
Sm_t00012258-RA	NRAMP family transporter	-				-	-
Sm_t00002976-RA	ornithine decarboxylase	4.1.1.17				-	-
Sm_t00012435-RA	P-loop containing nucleotide triphosphate hydrolase					-	-
Sm_t00005145-RA	pantoate--beta-alanine ligase	6.3.2.1				-	-
Sm_t00000451-RA	papain family cysteine protease	3.4.22.-				-	-
Sm_t00006316-RA	PAS domain-containing protein	-				-	-
Sm_t00009346-RA	peptidase (family S51)					-	-
Sm_t00010704-RA	peptidase S9 prolyl oligopeptidase family protein, chloroplastic/mitochondrial					Plastid	Mito
Sm_t00017624-RA	peptidyl-prolyl cis-trans isomerase	5.2.1.8				-	-
Sm_t00004996-RA	peptidyl-prolyl cis-trans isomerase, cyclophilin type	5.2.1.8				-	-
Sm_t00008104-RA	peptidyl-prolyl cis-trans isomerase, cyclophilin type	5.2.1.8				-	-
Sm_t00013138-RA	peptidyl-prolyl cis-trans isomerase, cyclophilin type	5.2.1.8				-	-
Sm_t00007173-RA	peptidyl-prolyl cis-trans isomerase, cyclophilin type, chloroplastic	5.2.1.8		Half coverage		Plastid	-
Sm_t00012356-RA	peptidyl-prolyl cis-trans isomerase, cyclophilin type, chloroplastic	5.2.1.8		Half coverage		Plastid	-
Sm_t00004370-RA	peptidyl-prolyl cis-trans isomerase, cyclophilin type, chloroplastic	5.2.1.8				Plastid	-
Sm_t00005498-RA	peptidyl-prolyl cis-trans isomerase, cyclophilin type, chloroplastic	5.2.1.8				Plastid	-
Sm_t00014181-RA	peptidylprolyl isomerase	5.2.1.8				-	-
Sm_t00003462-RA	peroxiredoxin	1.11.1.-		More specific? .24 or .25?		-	-
Sm_t00005470-RA	peroxiredoxin 6, 1-cys peroxiredoxin			1.11.1.7 and 1.11.1.15?		-	-
Sm_t00003325-RA	peroxisomal membrane protein	-				-	-
Sm_t00015353-RA	peroxisomal membrane protein	-				-	-
Sm_t00003663-RA	PGR5-like protein			No conserved domains?		-	-
Sm_t00012153-RA	phage integrase-related protein, chloroplastic			No conserved domains		Plastid	-
Sm_t00002864-RA	pheophorbide a oxygenase, chloroplastic	1.14.15.17				Plastid	-
Sm_t00003958-RA	phosphate transporter	-				-	-
Sm_t00009823-RA	phosphate transporter	-				-	-
Sm_t00009825-RA	phosphate transporter	-				-	-
Sm_t00008496-RA	phosphatidylinositol-4-phosphate 5-kinase-related protein	-				-	-
Sm_t00008499-RA	phosphatidylinositol-4-phosphate 5-kinase-related protein	-				-	-
Sm_t00014962-RA	phosphatidylinositol-4-phosphate 5-kinase-related protein	-				-	-
Sm_t00014893-RA	phosphatidylinositol-4-phosphate 5-kinase-related protein	-				-	-
Sm_t00006837-RA	phosphoenolpyruvate synthase	2.7.9.2				-	-
Sm_t00004667-RA	phosphoenolpyruvate synthase	2.7.9.2				-	-
Sm_t00006832-RA	phosphoenolpyruvate synthase, chloroplastic, partial	2.7.9.2		Models should be merged		-	-
Sm_t00006833-RA	phosphoenolpyruvate synthase, chloroplastic, partial	2.7.9.2		Models should be merged		-	-
Sm_t00014177-RA	phosphoglucosamine mutase family protein	5.4.2.10		Triple-check EC?		-	-
Sm_t00008825-RA	phosphoglycerate kinase	2.7.2.3				-	-
Sm_t00019238-RA	phosphoglycerate mutase (2,3-diphosphoglycerate-dependent)	5.4.2.11		Possible alt. splicing		-	-
Sm_t00000679-RA	phosphoinositide-specific phospholipase C domain-containing protein	-				-	-
Sm_t00001339-RA	phospholipase D	3.1.4.4				-	-
Sm_t00009826-RA	phospholipase/carboxylesterase family protein	3.1.-.-				-	-
Sm_t00006124-RA	phosphopantothenate--cysteine ligase	6.3.2.-		ATP (6.3.2.51) or CTP (6.3.2.5)?		-	-
Sm_plastid_g00158	photosystem I P700 chlorophyll a apoprotein A1	-		psaA		-	-
Sm_plastid_g00157	photosystem I P700 chlorophyll a apoprotein A2	-		psaB		-	-
Sm_plastid_g00092	photosystem II 44 kDa protein	-		psbC		-	-
Sm_plastid_g00138	photosystem II 47 kDa protein	-		psbB		-	-
Sm_plastid_g00094	photosystem II D2 protein	-		psbD		-	-
Sm_t00012284-RA	photosystem II Psb31 protein, chloroplastic	-		Half coverage		Plastid	-
Sm_t00014503-RA	photosystem II Psb31 protein, chloroplastic	-		Half coverage		Plastid	-
Sm_t00008071-RA	photosystem II reaction center protein M, chloroplastic	-				Plastid	-
Sm_t00003298-RA	phytanoyl-CoA dioxygenase family protein	-				-	-
Sm_t00022505-RA	phytoene/squalene synthase family protein, chloroplastic	2.5.1.-				Plastid	-
Sm_t00004223-RA	plasma membrane ATPase	7.1.2.1				-	-
Sm_t00004232-RA	plasma membrane ATPase	7.1.2.1				-	-
Sm_t00003808-RA	plasma-membrane choline transporter	-				-	-
Sm_t00010751-RA	plastid RNA polymerase sigma factor	-				-	-
Sm_t00000901-RA	polo-like kinase	2.7.11.21				-	-
Sm_t00001629-RA	poly(A) polymerase	2.7.7.19				-	-
Sm_t00010590-RA	poly(U)-specific endoribonuclease	4.6.1.-				-	-
Sm_t00002074-RA	polyamine aminopropyltransferase	2.5.1.16		More ECs?		-	-
Sm_t00007731-RA	polyamine aminopropyltransferase	2.5.1.16		More ECs?		-	-
Sm_t00020190-RA	polyamine aminopropyltransferase	2.5.1.16		More ECs?		-	-
Sm_t00020204-RA	polyamine aminopropyltransferase	2.5.1.16		More ECs?		-	-
Sm_t00020210-RA	polyamine aminopropyltransferase	2.5.1.16		More ECs?	Model should be split	-	-
Sm_t00010170-RA	polyphosphoinositide phosphatase	3.1.3.-		More EC nos.?		-	-
Sm_t00019136-RA	polysaccharide deacetylase-related protein			putative urate catabolism protein?		-	-
Sm_t00003256-RA	possible activator 1 subunit					-	-
Sm_t00005808-RA	possible aspartate aminotransferase	2.6.1.1		1/3 coverage	Multifunctional?	-	-
Sm_t00007296-RA	possible aspartate aminotransferase	2.6.1.1		2/3 coverage	Multifunctional?	-	-
Sm_t00013970-RA	possible CbbX-like protein	-				-	-
Sm_t00015684-RA	possible chlorophyll a/b binding protein	-		Model on wrong strand	Weird coverage	-	-
Sm_t00000334-RA	possible dehydrogenase	1.-.-.-				-	-
Sm_t00009309-RA	possible dehydrogenase	1.-.-.-				-	-
Sm_t00014380-RA	possible DNA helicase					-	-
Sm_t00008494-RA	possible DNA polymerase alpha accessory factor	-		CDS must be fixed		-	-
Sm_t00014895-RA	possible Gfo/Idh/MocA family oxidoreductase, chloroplastic	1.-.-.-				Plastid	-
Sm_t00016640-RA	possible glutathione S-transferase C-terminal domain-containing protein					-	-
Sm_t00021498-RA	possible glycosyltransferase family 61 protein			No conserved domains		-	-
Sm_t00021506-RA	possible glycosyltransferase family 61 protein			No conserved domains		-	-
Sm_t00021515-RA	possible glycosyltransferase family 61 protein			No conserved domains		-	-
Sm_t00018110-RA	possible heme-dependent peroxidase	1.11.1.7		Model should be split		-	-
Sm_t00005822-RA	possible isopentenyl-diphosphate delta-isomerase, chloroplastic/mitochondrial	5.3.3.2				Plastid	Mito
Sm_t00010280-RA	possible limiting CO2-inducible proteins B/C beta carbonic anhydrase domain-containing protein			Wrong strand?	No conserved domains	-	-
Sm_t00001869-RA	possible multifunctional fusion protein					-	-
Sm_t00013943-RA	possible osmosensing histidine protein kinase SLN1, chloroplastic					Plastid	-
Sm_t00003876-RA	possible phytoene dehydrogenase-related protein, mitochondrial					-	Mito
Sm_t00017611-RA	possible rRNA methylase					-	-
Sm_t00000846-RA	possible SEC14 family lipid-binding protein					-	-
Sm_t00006952-RA	possible transforming growth factor alpha-related protein					-	-
Sm_t00009344-RA	possible transmembrane protein 42					-	-
Sm_t00001425-RA	possible trimethyllysine dioxygenase, mitochondrial	1.14.11.8				-	-
Sm_t00012678-RA	possible tweety-related protein					-	-
Sm_t00000015-RA	possible uric acid degradation bifunctional protein TTL	3.5.2.17,4.1.1.97				-	-
Sm_t00015743-RA	potassium-chloride cotransporter	-				-	-
Sm_t00020359-RA	predicted AAA ATPase	-		Half coverage		-	-
Sm_t00002812-RA	predicted AAA ATPase	-				-	-
Sm_t00004116-RA	predicted AAA ATPase	-				-	-
Sm_t00005234-RA	predicted AAA ATPase	-				-	-
Sm_t00005614-RA	predicted AAA ATPase	-				-	-
Sm_t00008923-RA	predicted AAA ATPase	-				-	-
Sm_t00010380-RA	predicted AAA ATPase	-				-	-
Sm_t00011561-RA	predicted AAA ATPase	-				-	-
Sm_t00017045-RA	predicted AAA ATPase	-				-	-
Sm_t00021049-RA	predicted AAA ATPase	-				-	-
Sm_t00014889-RA	predicted dehydrogenase, mitochondrial	1.-.-.-				-	Mito
Sm_t00000332-RA	predicted protein					-	-
Sm_t00000016-RA	predicted protein	-				-	-
Sm_t00000017-RA	predicted protein	-				-	-
Sm_t00000036-RA	predicted protein	-				-	-
Sm_t00000050-RA	predicted protein	-				-	-
Sm_t00000112-RA	predicted protein	-				-	-
Sm_t00000114-RA	predicted protein	-				-	-
Sm_t00000124-RA	predicted protein	-				-	-
Sm_t00000128-RA	predicted protein	-				-	-
Sm_t00000150-RA	predicted protein	-				-	-
Sm_t00000153-RA	predicted protein	-				-	-
Sm_t00000154-RA	predicted protein	-				-	-
Sm_t00000158-RA	predicted protein	-				-	-
Sm_t00000171-RA	predicted protein	-				-	-
Sm_t00000176-RA	predicted protein	-				-	-
Sm_t00000196-RA	predicted protein	-				-	-
Sm_t00000218-RA	predicted protein	-				-	-
Sm_t00000227-RA	predicted protein	-				-	-
Sm_t00000254-RA	predicted protein	-				-	-
Sm_t00000287-RA	predicted protein	-				-	-
Sm_t00000307-RA	predicted protein	-				-	-
Sm_t00000314-RA	predicted protein	-				-	-
Sm_t00000319-RA	predicted protein	-				-	-
Sm_t00000320-RA	predicted protein	-				-	-
Sm_t00000321-RA	predicted protein	-				-	-
Sm_t00000322-RA	predicted protein	-				-	-
Sm_t00000323-RA	predicted protein	-				-	-
Sm_t00000324-RA	predicted protein	-				-	-
Sm_t00000335-RA	predicted protein	-				-	-
Sm_t00000337-RA	predicted protein	-				-	-
Sm_t00000341-RA	predicted protein	-				-	-
Sm_t00000345-RA	predicted protein	-				-	-
Sm_t00000374-RA	predicted protein	-				-	-
Sm_t00000375-RA	predicted protein	-				-	-
Sm_t00000376-RA	predicted protein	-				-	-
Sm_t00000385-RA	predicted protein	-				-	-
Sm_t00000386-RA	predicted protein	-				-	-
Sm_t00000388-RA	predicted protein	-				-	-
Sm_t00000461-RA	predicted protein	-				-	-
Sm_t00000483-RA	predicted protein	-				-	-
Sm_t00000510-RA	predicted protein	-				-	-
Sm_t00000554-RA	predicted protein	-				-	-
Sm_t00000631-RA	predicted protein	-				-	-
Sm_t00000633-RA	predicted protein	-				-	-
Sm_t00000634-RA	predicted protein	-				-	-
Sm_t00000635-RA	predicted protein	-				-	-
Sm_t00000673-RA	predicted protein	-				-	-
Sm_t00000685-RA	predicted protein	-				-	-
Sm_t00000694-RA	predicted protein	-				-	-
Sm_t00000706-RA	predicted protein	-				-	-
Sm_t00000741-RA	predicted protein	-				-	-
Sm_t00000800-RA	predicted protein	-				-	-
Sm_t00000808-RA	predicted protein	-				-	-
Sm_t00000819-RA	predicted protein	-				-	-
Sm_t00000844-RA	predicted protein	-				-	-
Sm_t00000857-RA	predicted protein	-				-	-
Sm_t00000858-RA	predicted protein	-				-	-
Sm_t00000860-RA	predicted protein	-				-	-
Sm_t00000928-RA	predicted protein	-				-	-
Sm_t00000951-RA	predicted protein	-				-	-
Sm_t00001003-RA	predicted protein	-				-	-
Sm_t00001033-RA	predicted protein	-				-	-
Sm_t00001061-RA	predicted protein	-				-	-
Sm_t00001084-RA	predicted protein	-				-	-
Sm_t00001098-RA	predicted protein	-				-	-
Sm_t00001127-RA	predicted protein	-				-	-
Sm_t00001181-RA	predicted protein	-				-	-
Sm_t00001192-RA	predicted protein	-				-	-
Sm_t00001207-RA	predicted protein	-				-	-
Sm_t00001232-RA	predicted protein	-				-	-
Sm_t00001280-RA	predicted protein	-		Half coverage region		-	-
Sm_t00001345-RA	predicted protein	-				-	-
Sm_t00001356-RA	predicted protein	-				-	-
Sm_t00001374-RA	predicted protein	-				-	-
Sm_t00001375-RA	predicted protein	-				-	-
Sm_t00001379-RA	predicted protein	-				-	-
Sm_t00001407-RA	predicted protein	-				-	-
Sm_t00001417-RA	predicted protein	-				-	-
Sm_t00001420-RA	predicted protein	-				-	-
Sm_t00001480-RA	predicted protein	-				-	-
Sm_t00001549-RA	predicted protein	-				-	-
Sm_t00001550-RA	predicted protein	-				-	-
Sm_t00001560-RA	predicted protein	-				-	-
Sm_t00001566-RA	predicted protein	-				-	-
Sm_t00001630-RA	predicted protein	-				-	-
Sm_t00001635-RA	predicted protein	-				-	-
Sm_t00001649-RA	predicted protein	-				-	-
Sm_t00001655-RA	predicted protein	-				-	-
Sm_t00001739-RA	predicted protein	-				-	-
Sm_t00001777-RA	predicted protein	-				-	-
Sm_t00001789-RA	predicted protein	-				-	-
Sm_t00001804-RA	predicted protein	-				-	-
Sm_t00001836-RA	predicted protein	-				-	-
Sm_t00001846-RA	predicted protein	-				-	-
Sm_t00001855-RA	predicted protein	-				-	-
Sm_t00001860-RA	predicted protein	-				-	-
Sm_t00001861-RA	predicted protein	-				-	-
Sm_t00001880-RA	predicted protein	-				-	-
Sm_t00001936-RA	predicted protein	-				-	-
Sm_t00001954-RA	predicted protein	-				-	-
Sm_t00001977-RA	predicted protein	-				-	-
Sm_t00002021-RA	predicted protein	-				-	-
Sm_t00002036-RA	predicted protein	-				-	-
Sm_t00002057-RA	predicted protein	-				-	-
Sm_t00002102-RA	predicted protein	-				-	-
Sm_t00002104-RA	predicted protein	-				-	-
Sm_t00002135-RA	predicted protein	-				-	-
Sm_t00002139-RA	predicted protein	-				-	-
Sm_t00002155-RA	predicted protein	-				-	-
Sm_t00002171-RA	predicted protein	-				-	-
Sm_t00002214-RA	predicted protein	-		Should this be merged with 2212/3?		-	-
Sm_t00002256-RA	predicted protein	-				-	-
Sm_t00002292-RA	predicted protein	-				-	-
Sm_t00002300-RA	predicted protein	-				-	-
Sm_t00002301-RA	predicted protein	-				-	-
Sm_t00002303-RA	predicted protein	-				-	-
Sm_t00002347-RA	predicted protein	-				-	-
Sm_t00002364-RA	predicted protein	-				-	-
Sm_t00002369-RA	predicted protein	-				-	-
Sm_t00002370-RA	predicted protein	-				-	-
Sm_t00002415-RA	predicted protein	-				-	-
Sm_t00002462-RA	predicted protein	-				-	-
Sm_t00002463-RA	predicted protein	-				-	-
Sm_t00002502-RA	predicted protein	-				-	-
Sm_t00002563-RA	predicted protein	-				-	-
Sm_t00002615-RA	predicted protein	-				-	-
Sm_t00002715-RA	predicted protein	-				-	-
Sm_t00002716-RA	predicted protein	-				-	-
Sm_t00002723-RA	predicted protein	-				-	-
Sm_t00002724-RA	predicted protein	-				-	-
Sm_t00002728-RA	predicted protein	-				-	-
Sm_t00002729-RA	predicted protein	-				-	-
Sm_t00002793-RA	predicted protein	-				-	-
Sm_t00002813-RA	predicted protein	-				-	-
Sm_t00002814-RA	predicted protein	-				-	-
Sm_t00002838-RA	predicted protein	-				-	-
Sm_t00002839-RA	predicted protein	-				-	-
Sm_t00002856-RA	predicted protein	-				-	-
Sm_t00002893-RA	predicted protein	-				-	-
Sm_t00002895-RA	predicted protein	-				-	-
Sm_t00002918-RA	predicted protein	-				-	-
Sm_t00002951-RA	predicted protein	-				-	-
Sm_t00002964-RA	predicted protein	-				-	-
Sm_t00003013-RA	predicted protein	-				-	-
Sm_t00003049-RA	predicted protein	-				-	-
Sm_t00003074-RA	predicted protein	-		Half coverage		-	-
Sm_t00003106-RA	predicted protein	-				-	-
Sm_t00003148-RA	predicted protein	-				-	-
Sm_t00003149-RA	predicted protein	-				-	-
Sm_t00003150-RA	predicted protein	-				-	-
Sm_t00003151-RA	predicted protein	-				-	-
Sm_t00003202-RA	predicted protein	-				-	-
Sm_t00003228-RA	predicted protein	-				-	-
Sm_t00003257-RA	predicted protein	-				-	-
Sm_t00003364-RA	predicted protein	-				-	-
Sm_t00003375-RA	predicted protein	-				-	-
Sm_t00003411-RA	predicted protein	-				-	-
Sm_t00003434-RA	predicted protein	-				-	-
Sm_t00003438-RA	predicted protein	-				-	-
Sm_t00003464-RA	predicted protein	-				-	-
Sm_t00003490-RA	predicted protein	-				-	-
